_RAJ2000,_DEJ2000,ID,Nsp,Type,z,f_z,OName,RAJ2000,DEJ2000,RAH,DEH,AOffset,e_AOffset,POffset,e_POffset,E(B-V),E(B-V)h,FUVMag,BMag,KsMag,logSFR,logM,logsSFR,Age,Np,Simbad,recno
04 05 41.568600,+28 56 40.66870,iPTF15eov,1,SLSN-I,0.0536,GAL.LINES,,04 05 41.5686,+28 56 40.6687,04 05 41.6147,+29 37 48.01,1.283,0.082,1.383,0.088,0.53,0.01,-18.23,-19.15,-18.95,-0.35,9.2,-9.58,4.75,11,Simbad,767
06 54 31.805333,+25 26 45.40310,iPTF15epp,1,SNII,0.032,MATCHING,,06 54 31.8053,+25 26 45.4031,06 54 31.5726,+26 09 12.32,3.841,0.092,2.536,0.061,0.06,0.13,-17.32,-19.08,-19.78,-0.19,9.42,-9.64,3.67,12,Simbad,768
12 55 31.036133,+52 03 35.61660,iPTF15eqc,1,SNII,0.03769,SDSS,,12 55 31.0361,+52 03 35.6166,12 55 30.5053,+52 40 33.46,5.266,0.248,4.068,0.192,0.01,0.21,-17.1,-19.12,-19.93,,9.71,-9.71,7.07,15,Simbad,769
05 12 34.393600,+17 11 09.91720,iPTF15eqq,1,SNII,0.0981,GAL.LINES,,05 12 34.3936,+17 11 09.9172,05 12 34.5070,+17 18 31.30,2.895,0.207,5.421,0.388,0.23,0.13,-16.82,-17.64,-16.95,0.06,7.09,-7.04,0.02,5,Simbad,770
04 01 15.711533,+33 16 58.13900,iPTF15eqr,1,SNIIn,0.047,MATCHING,2016oy,04 01 15.7115,+33 16 58.1390,04 01 15.0694,+33 17 32.11,8.4,0.178,8.002,0.17,0.35,0.31,-15.58,-20.11,-22.04,-0.27,10.49,-10.73,3.14,6,Simbad,771
10 52 08.314933,+32 56 39.60310,iPTF15eqv,1,SNIIb,0.00553,SDSS,,10 52 08.3149,+32 56 39.6031,10 52 11.4268,+32 58 06.77,44.688,0.311,5.266,0.037,0.02,0.26,-17.67,-19.85,-21.03,0.47,10.06,-9.6,9.46,15,Simbad,772
08 50 27.952933,+60 04 58.26790,iPTF15eqy,1,SNII,0.01382,SDSS,,08 50 27.9529,+60 04 58.2679,08 50 26.8454,+61 01 13.26,8.352,0.203,2.435,0.059,0.04,0.25,-16.36,-18.86,-20.05,-0.16,9.75,-9.91,5.85,17,Simbad,773
01 51 43.140600,+39 03 42.51530,iPTF15erh,1,SNII,0.06,MATCHING,,01 51 43.1406,+39 03 42.5153,01 51 42.5147,+39 59 23.47,15.674,0.146,18.768,0.175,0.04,0.24,-18.04,-20.94,-22.81,0.58,10.82,-10.24,6.41,8,Simbad,774
07 58 50.670600,+66 07 39.16270,iPTF15esb,1,SLSN-I,0.2239,GAL.LINES,2016wi,07 58 50.6706,+66 07 39.1627,07 58 50.7042,+66 46 23.65,0.309,0.16,1.148,0.594,0.04,0.14,-17.1,-17.88,-17.75,-0.03,7.97,-7.95,0.21,5,Simbad,775
02 46 50.921067,+35 24 21.63960,iPTF15eta,2,SNII,0.0534,GAL.LINES,,02 46 50.9211,+35 24 21.6396,02 46 50.6452,+35 42 07.99,4.866,0.091,5.226,0.098,0.06,0.18,-18.14,-19.35,-19.61,0.43,9.1,-8.61,1.04,7,Simbad,776
08 38 04.860000,+66 31 39.47020,iPTF15ewh,1,SNII,0.030064,NED,,08 38 04.8600,+66 31 39.4702,08 38 07.9201,+67 11 39.51,18.321,0.154,11.393,0.096,0.04,0.24,-18.4,-20.45,-21.45,0.67,10.2,-9.54,7.9,17,Simbad,777
11 39 17.826133,+52 01 36.07820,iPTF15ezl,1,SNIIn,0.132,MATCHING,,11 39 17.8261,+52 01 36.0782,11 39 17.8874,+52 36 24.84,0.873,0.237,2.116,0.574,0.01,0.27,-15.83,-17.24,-17.62,-0.12,8.16,-8.27,0.44,7,Simbad,778
02 34 45.531600,+18 20 38.06380,iPTF15fdv,1,SNII,0.034194,NED,,02 34 45.5316,+18 20 38.0638,02 34 46.5738,+19 10 21.98,19.275,0.126,13.565,0.089,0.1,0.34,-12.07,-20.23,-22.7,-2.29,10.89,-13.14,4.92,9,Simbad,779
12 28 13.590733,+17 37 01.79800,iPTF15fhl,1,SNIc,0.043708,NED,,12 28 13.5907,+17 37 01.7980,12 28 13.6936,+18 30 00.62,7.925,0.232,7.048,0.206,0.03,0.34,-16.53,-19.55,-21.26,0.3,10.27,-9.97,7.26,14,Simbad,780
07 23 35.646533,+21 51 45.45220,iPTF15fkc,2,SNII,0.025911,NED,2016fb,07 23 35.6465,+21 51 45.4522,07 23 35.2437,+22 15 10.81,21.999,0.113,11.849,0.061,0.05,0.24,-17.23,-20.25,-21.98,0.31,10.41,-10.14,4.19,10,Simbad,781
10 11 37.803600,+03 17 15.25880,iPTF15fmk,1,SNII,0.04495,SDSS,,10 11 37.8036,+03 17 15.2588,10 11 37.5266,+03 31 43.19,4.182,0.193,3.819,0.176,0.03,0.23,-17.15,-20.31,-21.8,0.1,10.41,-10.36,4.41,15,Simbad,782
12 13 14.930800,+28 50 16.79350,iPTF15fmr,1,SNII,0.01269,SDSS,,12 13 14.9308,+28 50 16.7935,12 13 13.8914,+28 59 48.85,15.338,0.334,4.112,0.09,0.02,0.18,-16.78,-18.95,-19.89,-0.26,9.68,-9.94,6.45,14,Simbad,783
08 04 15.952533,+61 33 42.44760,iPTF15fnk,1,SNII,0.037,MATCHING,2016aa,08 04 15.9525,+61 33 42.4476,08 04 16.1675,+62 02 06.55,13.426,0.154,10.189,0.117,0.05,0.26,-18.58,-20.59,-21.37,0.79,10.11,-9.33,3.27,8,Simbad,784
10 28 52.398267,+26 20 01.32180,iPTF15gc,1,SNII,0.02166,SDSS,,10 28 52.3983,+26 20 01.3218,10 28 52.7540,+26 31 17.35,11.055,0.54,5.003,0.244,0.02,0.24,-17.54,-20.07,-21.32,0.29,10.22,-9.94,5.62,12,Simbad,785
10 19 49.476200,+46 26 58.05820,iPTF15ii,1,SLSN-I,0.7212,GAL.LINES,,10 19 49.4762,+46 26 58.0582,,,,,,,0.01,1.07,-8.37,-15.32,-18.51,0.33,8.22,-7.86,0.16,3,Simbad,786
11 10 55.722200,+53 22 54.11680,iPTF15il,1,SNII,0.0095,SDSS,,11 10 55.7222,+53 22 54.1168,11 10 56.8522,+53 39 42.13,24.745,0.229,4.985,0.046,0.01,0.3,-17.61,-20.45,-22.05,0.6,10.56,-9.96,7.27,14,Simbad,787
12 27 19.130533,+07 17 02.23480,iPTF15jg,1,SNII,0.025,GAL.LINES,,12 27 19.1305,+07 17 02.2348,12 27 19.0465,+07 19 29.86,1.278,0.253,0.665,0.132,0.02,0.22,-14.2,-16.46,-17.41,-1.14,8.68,-9.85,5.44,14,Simbad,788
12 05 31.401200,+51 30 16.20140,iPTF15km,1,SNII,0.0284,SDSS,,12 05 31.4012,+51 30 16.2014,12 05 32.1655,+51 46 34.87,7.147,0.361,4.207,0.212,0.02,0.22,-18.28,-20.94,-22.18,0.5,10.73,-10.25,9.3,16,Simbad,789
08 36 28.668800,+22 50 47.29670,iPTF15n,1,SNIb,0.03834,SDSS,,08 36 28.6688,+22 50 47.2967,08 36 28.2914,+23 40 40.28,6.213,0.248,4.878,0.195,0.03,0.1,-18.88,-20.29,-20.73,0.29,9.94,-9.64,9.29,17,Simbad,790
12 14 03.738600,+47 54 03.72670,iPTF15ul,1,SNIbn,0.065715,NED,,12 14 03.7386,+47 54 03.7267,12 14 03.7715,+47 58 20.56,0.699,0.175,0.911,0.228,0.02,0.33,-16.96,-20.17,-21.43,0.23,10.2,-9.99,1.75,17,Simbad,791
08 43 46.763733,+19 15 32.66780,iPTF15vo,1,SNII,0.052,MATCHING,,08 43 46.7637,+19 15 32.6678,08 43 46.7228,+19 48 06.08,0.724,0.142,0.759,0.149,0.02,0.18,-13.36,-14.93,-15.41,-1.53,7.61,-9.13,2.44,7,Simbad,792
11 20 59.006133,+53 10 25.59470,iPTF16ahq,1,SNIb,0.00386,NED,2016bau,11 20 59.0061,+53 10 25.5947,11 21 02.8497,+53 20 28.13,37.724,0.197,3.11,0.016,0.01,0.26,-17.94,-20.13,-21.29,0.62,10.06,-9.43,5.93,9,Simbad,793
12 15 06.237133,+13 35 33.85210,iPTF16alo,1,SNII,0.02626,SDSS,2016ccx,12 15 06.2371,+13 35 33.8521,12 15 05.3697,+14 16 26.30,14.747,0.425,8.047,0.232,0.03,0.2,-18.25,-20.71,-21.97,0.45,10.51,-10.07,6.81,17,Simbad,794
13 03 37.179600,+55 06 11.23060,iPTF16alp,1,SNII,0.02832,SDSS,2016ccy,13 03 37.1796,+55 06 11.2306,13 03 38.5225,+55 13 13.70,12.2,0.232,7.161,0.136,0.01,0.1,-17.2,-18.87,-19.43,-0.41,9.45,-9.86,6.38,16,Simbad,795
16 46 25.897333,+40 02 42.32290,iPTF16ama,1,SNII,0.0299,GAL.LINES,2016bma,16 46 25.8973,+40 02 42.3229,16 46 25.8732,+40 43 57.17,0.463,0.113,0.286,0.07,0.01,0.08,-17.73,-19.08,-19.37,-0.3,9.44,-9.74,7.6,16,Simbad,796
13 28 47.621933,+33 11 11.84820,iPTF16aqo,1,SNII,0.025,MATCHING,2016ebf,13 28 47.6219,+33 11 11.8482,13 28 47.8421,+33 23 41.72,2.891,0.057,1.504,0.03,0.01,0.3,-15.4,-17.44,-18.4,-0.15,8.54,-8.63,0.96,4,Simbad,797
12 59 09.277533,+13 48 09.21280,iPTF16asu,1,SNIc-BL,0.1874,GAL.LINES,,12 59 09.2775,+13 48 09.2128,12 59 09.2944,+13 56 58.60,0.341,0.227,1.103,0.734,0.03,0.09,-16.59,-17.57,-17.56,-0.52,8.2,-8.68,1.07,8,Simbad,798
16 05 11.625400,+24 57 31.56050,iPTF16axb,1,SNII,0.033781,NED,,16 05 11.6254,+24 57 31.5605,16 05 11.4813,+25 33 32.83,5.358,0.29,3.727,0.202,0.07,0.3,-18.62,-21.05,-22.29,0.96,10.62,-9.65,6.99,15,Simbad,799
17 16 39.731400,+28 22 12.63070,iPTF16bad,1,SLSN-I,0.2466,GAL.LINES,,17 16 39.7314,+28 22 12.6307,17 16 39.7393,+28 34 56.40,0.327,0.124,1.306,0.495,0.04,0.29,-16.17,-17.93,-18.7,0.18,8.46,-8.27,0.42,4,Simbad,800
14 37 51.513800,+06 49 55.96640,iPTF16baq,1,SNII,0.085746,NED,2016czt,14 37 51.5138,+06 49 55.9664,14 37 51.2170,+07 46 16.96,4.613,0.196,7.659,0.325,0.03,0.17,-18.76,-20.45,-21.71,0.77,10.05,-9.27,4.73,15,Simbad,801
16 00 01.126600,-10 21 23.29520,iPTF16bde,1,SNII,0.038,MATCHING,,16 00 01.1266,-10 21 23.2952,16 00 00.2208,-11 13 39.04,32.518,0.181,25.316,0.141,0.21,0.14,-18.0,-20.47,-21.33,0.08,10.18,-10.15,3.57,10,Simbad,802
14 44 28.588600,+21 38 42.49030,iPTF16bfy,1,SNIc,0.03271,SDSS,2016ecg,14 44 28.5886,+21 38 42.4903,14 44 29.1251,+22 14 59.80,9.281,0.192,6.259,0.129,0.02,0.12,-18.18,-19.82,-20.47,0.1,9.82,-9.72,7.84,15,Simbad,803
17 13 24.219800,+42 53 41.76310,iPTF16bgg,1,SNII,0.02473,NED,2016cpc,17 13 24.2198,+42 53 41.7631,17 13 24.7561,+43 48 43.52,15.155,0.096,7.802,0.049,0.02,0.18,-18.41,-20.68,-21.9,0.46,10.45,-10.0,7.29,17,Simbad,804
17 47 14.225133,+30 13 29.49920,iPTF16bkn,1,SNIbn,0.0744,GAL.LINES,2016edk,17 47 14.2251,+30 13 29.4992,17 47 14.1497,+30 36 15.30,6.32,0.057,9.226,0.083,0.04,0.19,-15.62,-20.23,-21.78,-0.65,10.39,-10.94,3.49,10,Simbad,805
10 18 07.955000,+30 48 54.46120,iPTF16bn,1,SNII,0.035,MATCHING,,10 18 07.9550,+30 48 54.4612,10 18 07.8818,+31 44 07.81,1.917,0.129,1.38,0.093,0.03,0.08,-12.74,-14.56,-14.61,-2.19,7.39,-9.66,1.34,9,Simbad,806
12 07 07.255200,+53 40 06.46680,iPTF16br,1,SNII,0.05893,SDSS,2016bar,12 07 07.2552,+53 40 06.4668,12 07 09.2327,+53 57 17.76,20.642,0.253,24.307,0.298,0.02,0.2,-17.64,-21.96,-23.78,0.29,11.24,-10.97,4.66,15,Simbad,807
13 24 17.061400,+50 26 38.09040,iPTF16bt,1,SLSN-I,0.243,MATCHING,,13 24 17.0614,+50 26 38.0904,13 24 17.0259,+51 03 45.70,0.472,0.09,1.864,0.356,0.01,1.28,-4.24,-12.05,-15.95,-0.7,7.3,-8.08,0.28,3,Simbad,808
08 16 24.588133,+25 59 34.76760,iPTF16bw,1,SNII,0.04524,SDSS,2016acq,08 16 24.5881,+25 59 34.7676,08 16 25.3636,+26 27 53.72,11.993,0.285,11.02,0.262,0.03,0.08,-17.36,-21.49,-23.46,-0.3,11.24,-11.54,8.85,17,Simbad,809
07 49 47.334333,+33 58 13.08900,iPTF16by,1,SNII,0.01602,SDSS,,07 49 47.3343,+33 58 13.0890,07 49 50.8674,+34 40 50.62,52.794,0.22,17.794,0.074,0.05,0.41,-16.74,-19.74,-22.1,0.92,10.28,-9.35,5.47,12,Simbad,810
19 59 39.956400,+75 16 17.43280,iPTF16cft,1,SNII,0.051,MATCHING,2016cft,19 59 39.9564,+75 16 17.4328,19 59 39.7903,+75 23 07.82,10.322,0.055,10.619,0.057,0.12,0.19,-17.86,-20.67,-21.81,0.18,10.4,-10.27,3.75,10,Simbad,811
21 59 04.126000,+18 11 10.79590,iPTF16coi,1,SNIc-BL,0.003646,NED,2016coi,21 59 04.1260,+18 11 10.7959,21 59 04.6808,+18 47 55.44,33.809,0.057,2.633,0.004,0.07,0.12,-15.45,-17.15,-17.75,-1.0,8.84,-9.84,8.77,17,Simbad,812
00 22 52.964133,+50 07 32.15000,iPTF16drc,1,SNII,0.02,MATCHING,2016drc,00 22 52.9641,+50 07 32.1500,00 22 52.4838,+50 36 13.91,5.464,0.333,2.288,0.139,0.11,0.17,-13.3,-14.58,-14.85,-1.55,7.13,-8.64,1.04,5,Simbad,813
12 41 06.210533,+32 48 30.66730,iPTF16eh,1,SLSN-I,0.428,GAL.LINES,,12 41 06.2105,+32 48 30.6673,12 41 06.1863,+33 18 32.24,0.331,0.235,1.908,1.355,0.02,0.45,-13.2,-16.01,-16.86,-0.03,7.35,-7.31,0.04,3,Simbad,814
20 09 00.430733,+08 39 02.56320,iPTF16emo,1,SNII,0.017749,NED,2016emo,20 09 00.4307,+08 39 02.5632,20 09 00.0984,+08 57 52.68,17.043,0.135,6.351,0.05,0.15,0.16,-17.72,-19.86,-20.74,0.04,10.0,-9.98,6.1,15,Simbad,815
19 57 21.504267,-03 18 49.78150,iPTF16emv,1,SNII,0.029,MATCHING,2016emv,19 57 21.5043,-03 18 49.7815,19 57 21.4418,-04 05 35.44,2.382,0.19,1.431,0.114,0.29,0.14,-17.27,-19.2,-20.15,-0.18,9.68,-9.86,6.15,10,Simbad,816
23 38 10.823733,+53 06 39.44090,iPTF16euq,1,SNII,0.02,MATCHING,2016euq,23 38 10.8237,+53 06 39.4409,23 38 10.8479,+53 36 32.20,8.907,0.082,3.73,0.034,0.26,0.05,-15.4,-17.0,-17.32,-1.24,8.48,-9.71,3.31,8,Simbad,818
03 39 34.382200,+20 42 30.59460,iPTF16exv,1,SNIIb,0.021218,SDSS,2016exv,03 39 34.3822,+20 42 30.5946,03 39 34.7962,+21 14 40.52,6.17,0.151,2.737,0.067,0.18,0.17,-16.97,-19.34,-20.18,-0.25,9.73,-10.03,3.59,10,Simbad,819
00 05 11.225600,+27 37 28.98840,iPTF16fak,1,SNII,0.026,MATCHING,2016fak,00 05 11.2256,+27 37 28.9884,00 05 11.1678,+28 07 29.05,1.682,0.162,0.909,0.088,0.07,0.09,-15.71,-17.31,-17.65,-1.08,8.71,-9.81,4.33,14,Simbad,820
02 38 23.848733,+42 30 56.60930,iPTF16fau,1,SNII,0.0662,GAL.LINES,2016fau,02 38 23.8487,+42 30 56.6093,02 38 24.1360,+43 23 40.37,4.326,0.166,5.674,0.218,0.06,0.2,-12.75,-19.93,-21.62,-2.71,10.42,-13.11,4.43,10,Simbad,821
10 22 09.217333,+15 28 19.37420,iPTF16fb,1,SNIIn,0.0811,GAL.LINES,2016afj,10 22 09.2173,+15 28 19.3742,10 22 09.1248,+15 50 33.29,3.451,0.154,5.449,0.243,0.04,0.16,-17.29,-19.36,-20.09,-0.15,9.67,-9.84,3.58,15,Simbad,822
02 19 02.023200,+36 53 51.33080,iPTF16fcg,1,SNII,0.03,MATCHING,2016fcg,02 19 02.0232,+36 53 51.3308,02 19 02.1244,+37 43 29.54,1.475,0.082,0.915,0.051,0.04,0.06,-14.65,-16.39,-16.59,-1.62,8.31,-9.98,3.52,7,Simbad,823
23 33 45.854133,+25 33 50.65990,iPTF16fee,1,SNII,0.0317,GAL.LINES,2016fee,23 33 45.8541,+25 33 50.6599,23 33 45.9173,+26 23 33.35,0.862,0.148,0.564,0.097,0.04,0.26,-14.23,-15.77,-16.7,-0.73,7.69,-8.36,0.55,10,Simbad,824
23 46 58.211800,+29 27 33.21070,iPTF16fip,1,SNII,0.016918,NED,2016fip,23 46 58.2118,+29 27 33.2107,23 46 58.5637,+29 58 25.29,4.933,0.175,1.754,0.062,0.09,0.28,-18.07,-20.2,-21.18,0.7,10.14,-9.44,7.12,17,Simbad,825
22 07 07.083133,+12 06 13.21600,iPTF16fir,1,SNIIn,0.128,MATCHING,2016fir,22 07 07.0831,+12 06 13.2160,22 07 07.1715,+12 17 44.24,1.966,0.155,4.642,0.366,0.07,0.21,-18.45,-20.55,-21.26,0.57,9.87,-9.31,0.9,17,Simbad,826
22 00 10.149533,+18 57 47.23850,iPTF16fiz,1,SNII,0.051,MATCHING,2016fiz,22 00 10.1495,+18 57 47.2385,22 00 10.1382,+19 44 06.01,0.212,0.083,0.218,0.085,0.07,0.26,-17.16,-18.48,-19.83,0.58,8.36,-7.78,0.13,12,Simbad,827
01 02 31.867400,+25 11 26.59490,iPTF16fji,1,SNII,0.087,MATCHING,2016fji,01 02 31.8674,+25 11 26.5949,01 02 31.8530,+25 38 08.03,0.574,0.214,0.966,0.36,0.04,0.26,-13.45,-16.62,-17.79,-0.93,8.72,-9.62,2.99,3,Simbad,828
00 28 36.492333,-01 33 03.78290,iPTF16flq,1,SNIc,0.0601,GAL.LINES,2016flq,00 28 36.4923,-01 33 03.7829,00 28 36.2981,-01 33 55.16,4.084,0.259,4.898,0.311,0.02,0.22,-17.39,-19.91,-21.3,0.21,10.11,-9.91,4.23,13,Simbad,829
01 05 52.369133,+08 12 52.53840,iPTF16foa,1,SNII,0.041,MATCHING,2016foa,01 05 52.3691,+08 12 52.5384,01 05 52.1041,+09 02 20.44,4.507,0.199,3.772,0.167,0.04,0.06,-17.5,-18.6,-18.7,-0.41,9.11,-9.52,7.84,16,Simbad,830
01 18 53.145600,+09 57 36.40820,iPTF16foo,1,SNII,0.055,MATCHING,2016foo,01 18 53.1456,+09 57 36.4082,01 18 53.1777,+10 31 48.94,1.662,0.639,1.835,0.706,0.04,0.2,-18.25,-20.45,-21.37,0.41,10.33,-9.92,7.35,17,Simbad,831
00 19 25.006800,+10 04 17.74700,iPTF16fop,1,SNII,0.0876,GAL.LINES,2016fop,00 19 25.0068,+10 04 17.7470,00 19 25.1624,+10 24 02.72,3.251,0.197,5.502,0.333,0.17,0.3,-13.56,-20.07,-22.08,-1.51,10.64,-12.04,4.6,15,Simbad,832
01 22 37.885600,+10 53 03.17510,iPTF16ftb,1,SNII,0.0466,GAL.LINES,2016ftb,01 22 37.8856,+10 53 03.1751,01 22 37.9209,+10 55 42.06,0.704,0.21,0.665,0.198,0.04,0.05,-14.85,-15.32,-15.34,-1.28,6.86,-8.11,0.31,8,Simbad,833
22 04 28.151200,+09 24 26.29300,iPTF16gdv,1,SNII,0.0807,GAL.LINES,2016gdv,22 04 28.1512,+09 24 26.2930,22 04 28.1597,+09 50 50.30,0.56,0.121,0.88,0.19,0.05,0.19,-15.48,-17.35,-18.38,-0.59,8.85,-9.44,5.84,7,Simbad,834
22 27 05.103200,+23 16 45.51740,iPTF16gdw,1,SNII,0.061,MATCHING,2016gdw,22 27 05.1032,+23 16 45.5174,22 27 04.9398,+23 59 57.19,2.741,0.147,3.333,0.179,0.04,0.12,-16.15,-18.58,-19.73,-0.75,9.68,-10.44,8.07,16,Simbad,835
00 32 05.125400,+39 48 36.18250,iPTF16geg,1,SNII,0.0931,GAL.LINES,2016geg,00 32 05.1254,+39 48 36.1825,00 32 05.1365,+40 24 48.64,0.641,0.097,1.146,0.173,0.05,0.15,-14.6,-15.95,-16.25,-1.2,7.96,-9.11,3.03,3,Simbad,836
08 42 53.059200,+25 04 15.38440,iPTF16gkm,1,SNIbc,0.01726,SDSS,2016gkm,08 42 53.0592,+25 04 15.3844,08 42 52.6916,+25 17 28.37,5.348,0.206,1.939,0.075,0.03,0.11,-17.52,-19.27,-20.1,-0.17,9.65,-9.82,6.79,16,Simbad,837
21 00 02.391933,+16 16 07.96300,iPTF16gop,1,SNII,0.03,MATCHING,2016gop,21 00 02.3919,+16 16 07.9630,21 00 03.2507,+17 06 35.17,20.521,0.082,12.735,0.051,0.09,0.08,-16.67,-18.63,-18.81,-0.9,9.06,-10.01,1.39,15,Simbad,838
21 00 44.230133,+07 21 11.64670,iPTF16gor,1,SNII,0.052,MATCHING,2016gor,21 00 44.2301,+07 21 11.6467,21 00 43.8588,+07 28 15.09,7.059,0.1,7.395,0.105,0.06,0.17,-11.19,-18.69,-20.32,-3.01,10.0,-12.92,6.79,14,Simbad,839
00 12 28.229133,+32 45 02.17220,iPTF16gox,1,SNIc-BL,0.0414,GAL.LINES,2016gox,00 12 28.2291,+32 45 02.1722,00 12 27.5931,+32 55 05.04,11.268,0.131,9.518,0.111,0.04,0.3,-17.52,-20.67,-22.46,0.55,10.72,-10.19,6.17,15,Simbad,840
00 00 31.322800,+26 19 36.54480,iPTF16goy,1,SNII,0.025528,NED,2016goy,00 00 31.3228,+26 19 36.5448,00 00 31.4033,+26 50 14.63,5.41,0.365,2.872,0.194,0.04,0.19,-18.92,-20.86,-22.0,0.75,10.35,-9.6,7.42,15,Simbad,841
00 10 56.178400,+09 23 07.37230,iPTF16gqr,1,SNII,0.0275,GAL.LINES,2016gqr,00 10 56.1784,+09 23 07.3723,00 10 56.1492,+09 31 20.21,1.057,0.176,0.603,0.1,0.11,0.06,-13.91,-15.89,-16.31,-1.9,8.24,-10.2,4.48,12,Simbad,842
21 19 41.268800,+21 57 56.16860,iPTF16grk,1,SNII,0.016525,NED,2016grk,21 19 41.2688,+21 57 56.1686,21 19 38.2852,+22 17 42.24,47.713,0.079,16.578,0.027,0.16,0.11,-18.38,-20.51,-22.24,0.32,10.64,-10.3,9.87,11,Simbad,843
00 21 58.902333,+23 08 58.89550,iPTF16gtl,1,SNII,0.0991,GAL.LINES,2016gtl,00 21 58.9023,+23 08 58.8955,00 21 58.9520,+24 06 09.08,1.012,0.143,1.912,0.27,0.05,0.17,-18.85,-20.52,-21.14,0.55,10.08,-9.54,7.23,15,Simbad,844
21 00 18.343533,+10 30 07.27160,iPTF16gts,1,SNII,0.035,MATCHING,2016gts,21 00 18.3435,+10 30 07.2716,21 00 18.1831,+10 32 36.58,5.228,0.189,3.762,0.136,0.08,0.11,-17.75,-19.74,-20.34,-0.17,9.67,-9.88,2.55,16,Simbad,845
23 48 42.069200,+30 33 29.68130,iPTF16gwm,1,SNII,0.0549,GAL.LINES,2016gwm,23 48 42.0692,+30 33 29.6813,23 48 42.3901,+31 03 04.83,4.164,0.125,4.59,0.138,0.06,0.25,-17.17,-19.87,-21.12,0.15,10.27,-10.13,7.52,17,Simbad,846
02 06 52.112600,+42 32 13.01890,iPTF16gyp,1,SNII,0.067,MATCHING,2016gyp,02 06 52.1126,+42 32 13.0189,02 06 52.1786,+42 44 01.73,1.229,0.085,1.63,0.113,0.06,0.14,-15.78,-17.08,-17.65,-0.68,8.37,-9.02,2.19,5,Simbad,847
02 42 34.605600,+37 04 14.49520,iPTF16gzr,1,SNII,0.038,MATCHING,2016gzr,02 42 34.6056,+37 04 14.4952,02 42 34.2306,+37 08 14.00,11.201,0.089,8.72,0.069,0.05,0.14,-15.09,-19.67,-20.72,-1.26,10.05,-11.24,4.43,7,Simbad,848
07 52 43.184533,+58 41 37.87510,iPTF16gzs,1,SNII,0.029,MATCHING,2016gzs,07 52 43.1845,+58 41 37.8751,07 52 43.4435,+59 15 37.96,3.82,0.047,2.294,0.028,0.03,0.18,-16.9,-18.92,-19.85,-0.13,9.5,-9.65,4.73,10,Simbad,849
12 40 43.831000,+29 23 09.59680,iPTF16he,1,SNIIb,0.0309,GAL.LINES,2016amn,12 40 43.8310,+29 23 09.5968,12 40 43.8028,+29 32 03.28,0.655,0.197,0.418,0.126,0.02,0.07,-16.35,-17.3,-17.2,-0.79,8.24,-9.02,2.49,12,Simbad,850
02 53 58.789000,+05 59 22.32100,iPTF16hfb,1,SNII,0.026435,NED,2016hfb,02 53 58.7890,+05 59 22.3210,02 53 58.7837,+06 15 21.61,5.961,0.483,3.274,0.265,0.19,0.09,-19.11,-20.73,-21.55,0.42,10.21,-9.78,7.36,15,Simbad,851
01 22 11.811000,+00 57 07.68670,iPTF16hgm,1,SNII,0.00788,SDSS,2016hgm,01 22 11.8110,+00 57 07.6867,01 22 08.9659,+01 39 23.98,49.098,0.156,8.221,0.026,0.03,0.24,-17.85,-19.91,-20.99,0.52,9.85,-9.32,5.27,14,Simbad,852
00 12 06.401533,+32 11 50.75990,iPTF16hgp,1,SNIc,0.0811,GAL.LINES,2016hgp,00 12 06.4015,+32 11 50.7599,00 12 06.2163,+33 02 16.42,2.407,0.143,3.8,0.226,0.04,0.12,-17.2,-18.3,-18.3,-0.31,8.86,-9.17,3.56,14,Simbad,853
02 14 56.729200,+36 35 05.90350,iPTF16hhj,1,SNII,0.038483,NED,2016hhj,02 14 56.7292,+36 35 05.9035,02 14 56.0312,+36 36 14.60,9.613,0.277,7.575,0.218,0.05,0.22,-18.94,-21.33,-22.94,0.94,10.76,-9.83,6.01,12,Simbad,854
01 11 42.812333,+35 16 32.01170,iPTF16hhz,1,SNII,0.016191,NED,2016hhz,01 11 42.8123,+35 16 32.0117,01 11 43.5600,+35 50 14.75,9.425,0.122,3.21,0.042,0.05,0.23,-17.19,-19.52,-20.95,0.23,9.97,-9.74,6.55,17,Simbad,855
01 10 24.749400,+14 12 15.53180,iPTF16hil,1,SNII,0.06079,SDSS,2016hil,01 10 24.7494,+14 12 15.5318,01 10 24.5074,+14 50 54.10,23.633,0.239,28.644,0.29,0.04,0.09,-17.07,-21.24,-23.16,-0.42,11.16,-11.58,10.37,17,Simbad,856
01 55 58.875133,+40 36 28.88210,iPTF16hlu,1,SNII,0.0497,GAL.LINES,2016hlu,01 55 58.8751,+40 36 28.8821,01 55 58.9641,+41 05 02.45,1.026,0.076,1.03,0.076,0.05,0.11,-16.36,-18.66,-19.38,-0.68,9.41,-10.14,3.69,8,Simbad,857
08 33 21.927933,+52 31 50.40230,iPTF16hrv,1,SNII,0.01663,SDSS,2016hrv,08 33 21.9279,+52 31 50.4023,08 33 22.6304,+53 27 11.59,8.639,0.131,3.02,0.046,0.03,0.26,-18.09,-20.28,-21.58,0.73,10.06,-9.32,4.97,15,Simbad,858
01 04 37.105200,-02 32 32.25440,iPTF16hzg,1,SNII,0.01889,NED,2016hzg,01 04 37.1052,-02 32 32.2544,01 04 36.9906,-03 08 28.98,4.564,0.177,1.808,0.07,0.03,0.13,-17.93,-19.96,-20.8,0.04,9.98,-9.95,5.38,17,Simbad,859
